trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,00,37,3,2,33,5,0,0,0,0,137,75,62,200,105,known_visit_core_500,10,4,8
0,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,01,33,1,1,30,4,0,1,1,0,94,69,25,267,81,known_visit_core_500,10,4,8
0,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,02,30,4,1,29,2,1,0,0,0,107,62,45,211,124,known_visit_core_500,10,4,8
0,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,03,35,2,2,27,9,0,2,2,0,104,74,30,185,153,known_visit_core_500,10,4,8
1,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,00,60,3,4,43,18,1,0,0,0,187,121,66,213,113,known_visit_core_500,10,4,8
1,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,01,29,3,1,16,14,0,0,0,0,79,61,18,272,162,known_visit_core_500,10,4,8
1,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,02,38,2,4,22,17,2,0,0,0,101,78,23,307,104,known_visit_core_500,10,4,8
1,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,03,49,2,4,40,10,1,1,1,0,146,102,44,222,145,known_visit_core_500,10,4,8
2,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,00,29,4,0,30,0,0,0,0,0,107,59,48,85,109,known_visit_core_500,10,4,8
2,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,01,5,1,0,6,0,0,0,0,0,27,12,15,177,97,known_visit_core_500,10,4,8
2,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,02,28,4,0,29,0,1,0,0,0,104,57,47,105,92,known_visit_core_500,10,4,8
2,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,03,14,1,0,14,1,0,27,1,0,63,30,33,123,115,known_visit_core_500,10,4,8
3,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,00,22,4,0,23,0,0,0,0,0,85,45,40,90,137,known_visit_core_500,10,4,8
3,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,01,18,1,1,17,2,2,0,0,0,58,38,20,130,123,known_visit_core_500,10,4,8
3,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,02,21,3,0,22,0,1,0,0,0,75,44,31,139,97,known_visit_core_500,10,4,8
3,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,03,22,2,0,22,1,1,0,0,0,94,45,49,109,108,known_visit_core_500,10,4,8
4,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,00,37,6,0,37,1,0,0,0,0,143,75,68,145,84,known_visit_core_500,10,4,8
4,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,01,14,3,0,14,1,2,0,0,0,57,32,25,260,55,known_visit_core_500,10,4,8
4,known_visit,PI,rayleigh_style,-37.79,19,361,4,10,pi_rayleigh_style_sens_neg37_79,known_visit_g19_t10_n500.csv,02,20,1,2,17,4,1,15,1,0,82,44,38,215,75,known_visit_core_500,10,4,8
