experiment,algorithm,task_load,outcome,unit_of_analysis,terminal_jobs,completed_jobs,failed_jobs,timeout_jobs,completion_rate,n,mean,median,std,p95,minimum,maximum
experiment1,DGA,10,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,918.631713,913.4612999999999,54.16502114576102,1009.64059,798.5968,1039.073
experiment1,CBAA,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,0.8179219999999999,0.8206,0.20107908066934332,1.0888699999999998,0.4308,1.4466
experiment1,CBAA,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,2.874179,2.88695,0.7061240379914091,3.8726899999999995,1.5567,5.1158
experiment1,ACBBA,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,1.769327,1.80295,0.49149078206981256,2.500755,0.9525,2.9042
experiment1,ACBBA,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,6.273579,6.5803,1.6408018800435797,8.56719,3.6061,10.6357
experiment1,PI,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,4.171766,4.2301,0.8408050286517443,5.27673,2.1827,6.1905
experiment1,PI,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,14.345903,14.10845,2.881326144188267,18.87999,8.4491,21.3313
experiment1,HIPC,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,1.218341,1.1874500000000001,0.3006018787601658,1.719455,0.7052,2.4791
experiment1,HIPC,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,4.232823,4.1838999999999995,1.1116753471884067,5.858465,2.5768,9.1167
experiment1,DMCHBA,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,16.87863,16.9077,1.0200075649848204,18.581755,14.2185,19.7359
experiment1,DMCHBA,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,61.851997000000004,62.411500000000004,4.017668714149734,67.61916000000001,51.5651,70.0281
experiment1,DGA,25,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,848.895895,847.2315,53.862678276065935,946.6773049999999,730.6062,981.6035
experiment1,DGA,25,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,3136.826213,3094.0822,185.543138665193,3514.77831,2679.8863,3658.0915
experiment1,CBAA,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,1.672977,1.799,0.29689705587777204,1.9144349999999999,0.9231,2.2118
experiment1,CBAA,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,6.0945540000000005,6.71155,1.1278361321100372,7.138265,3.4843,7.984
experiment1,ACBBA,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,4.6039319999999995,4.8445,0.6451882204238832,5.1630400000000005,2.7045,5.4691
experiment1,ACBBA,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,16.806746,17.48155,2.686796234954496,20.072029999999998,10.5717,20.3649
experiment1,PI,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,10.254416,10.4089,0.6366235171352822,10.935365,7.4181,11.1474
experiment1,PI,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,36.422653,37.04405,3.658033430806777,41.350669999999994,27.8627,42.3675
experiment1,HIPC,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,3.2048509999999997,3.3406000000000002,0.45695134269958054,3.577095,1.9086,5.1147
experiment1,HIPC,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,11.632362,12.50625,1.7847604315810495,13.230604999999999,7.3558,15.7163
experiment1,DMCHBA,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,96.281199,95.7969,9.528502445454338,111.111385,61.3809,120.7289
experiment1,DMCHBA,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,350.212505,357.20375,32.96834547353719,389.548645,223.7524,406.2804
experiment1,DGA,50,maximum_robot_call_time_ms,scenario_trial,100,100,0,0,1.0,100,2785.9859490000003,2820.51695,161.2829102118715,2970.320445,2320.6007,3073.281
experiment1,DGA,50,team_summed_call_time_ms,scenario_trial,100,100,0,0,1.0,100,10253.46933,10430.01805,583.7919890640763,10847.322665,8567.3756,11021.4343
