trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,00,28,4,0,29,0,1,0,0,0,120,57,63,188,191,known_visit_core_500,10,4,8
0,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,01,27,2,1,21,7,2,0,0,0,120,56,64,212,166,known_visit_core_500,10,4,8
0,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,02,27,2,3,19,9,0,0,0,0,132,56,76,196,172,known_visit_core_500,10,4,8
0,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,03,28,2,1,26,3,2,0,0,0,128,57,71,198,174,known_visit_core_500,10,4,8
1,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,00,26,5,0,27,0,1,0,0,0,112,53,59,190,153,known_visit_core_500,10,4,8
1,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,01,21,0,4,14,8,1,3,3,0,110,47,63,185,159,known_visit_core_500,10,4,8
1,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,02,25,4,0,26,0,1,1,1,0,106,51,55,190,158,known_visit_core_500,10,4,8
1,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,03,26,1,1,19,8,1,0,0,0,127,53,74,180,147,known_visit_core_500,10,4,8
2,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,00,29,4,0,30,0,1,0,0,0,132,59,73,207,184,known_visit_core_500,10,4,8
2,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,01,27,1,2,22,6,1,2,2,0,133,57,76,203,186,known_visit_core_500,10,4,8
2,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,02,28,0,2,25,4,3,1,1,0,141,57,84,208,174,known_visit_core_500,10,4,8
2,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,03,28,5,0,29,0,1,0,0,0,117,57,60,215,190,known_visit_core_500,10,4,8
3,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,00,38,2,2,29,10,1,4,3,0,159,79,80,262,235,known_visit_core_500,10,4,8
3,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,01,41,3,4,30,12,1,0,0,0,168,83,85,271,217,known_visit_core_500,10,4,8
3,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,02,40,5,1,37,4,2,1,1,0,164,81,83,254,238,known_visit_core_500,10,4,8
3,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,03,39,0,3,30,10,3,3,3,0,165,81,84,249,242,known_visit_core_500,10,4,8
4,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,00,37,0,2,31,7,4,6,6,0,166,78,88,247,216,known_visit_core_500,10,4,8
4,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,01,37,9,0,36,2,0,1,1,0,140,75,65,266,223,known_visit_core_500,10,4,8
4,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,02,35,0,4,25,11,2,6,6,0,155,76,79,261,211,known_visit_core_500,10,4,8
4,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,03,38,1,1,33,6,8,1,1,0,169,78,91,253,206,known_visit_core_500,10,4,8
5,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,00,22,1,4,11,12,2,0,0,0,110,45,65,160,134,known_visit_core_500,10,4,8
5,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,01,23,6,0,24,0,0,0,0,0,90,47,43,161,153,known_visit_core_500,10,4,8
5,known_visit,CBAA,gilbert_elliot,0.4,19,361,4,10,cbaa_gilbert_elliot_pGG_0_4_pBB_0_6,known_visit_g19_t10_n500.csv,02,22,0,3,14,9,2,0,0,0,104,45,59,139,161,known_visit_core_500,10,4,8
