mission,scenario,comm_model,comm_label,degradation_pct,metric,algorithm,attempted_trial_n,six_way_paired_n,eligible_n,mean,median,sd,ci95_low,ci95_high,source_column,scope,ci_method,panel_model
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_1,10,post_clue_steps_to_find,ACBBA,500,385,385,151.145454545455,124,121.969214167123,138.923548814176,163.367360276733,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_1,10,post_clue_steps_to_find,PI,500,385,385,154.111688311688,117,134.351453338136,140.649022271149,167.574354352228,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_1,10,post_clue_steps_to_find,HIPC,500,385,385,156.605194805195,123,130.441737369385,143.534301232261,169.676088378129,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_1,10,post_clue_steps_to_find,DMCHBA,500,385,385,146.662337662338,121,111.704177125251,135.469038337278,157.855636987397,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_1,10,post_clue_steps_to_find,DGA,500,385,385,175.223376623377,127,151.179914802233,160.074417274964,190.37233597179,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,post_clue_steps_to_find,CBAA,500,385,385,188.742857142857,150,158.117222658351,172.898745962686,204.586968323028,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,post_clue_steps_to_find,ACBBA,500,385,385,173.249350649351,137,144.804196661115,158.73926912451,187.759432174191,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,post_clue_steps_to_find,PI,500,385,385,184.794805194805,151,159.101896640519,168.852024914663,200.737585474948,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,post_clue_steps_to_find,HIPC,500,385,385,181.324675324675,137,154.160448204409,165.877052100143,196.772298549207,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,post_clue_steps_to_find,DMCHBA,500,385,385,152.34025974026,125,128.596292005799,139.454288726842,165.226230753677,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,post_clue_steps_to_find,DGA,500,385,385,179.745454545455,130,158.297312688957,163.883297472373,195.607611618536,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_3,30,post_clue_steps_to_find,CBAA,500,386,386,208.790155440415,160,179.121492561999,190.864726804911,226.715584075918,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_3,30,post_clue_steps_to_find,ACBBA,500,386,386,180.69689119171,138.5,159.05290744571,164.779808875636,196.613973507784,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_3,30,post_clue_steps_to_find,PI,500,386,386,205.777202072539,150.5,180.333866699809,187.730446142494,223.823958002584,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_3,30,post_clue_steps_to_find,HIPC,500,386,386,204.79792746114,156,174.855400284579,187.299424325071,222.296430597209,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_3,30,post_clue_steps_to_find,DMCHBA,500,386,386,167.373056994819,125.5,139.925622912723,153.370121155435,181.375992834203,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_3,30,post_clue_steps_to_find,DGA,500,386,386,198.049222797927,147.5,178.187294318471,180.217283244646,215.881162351209,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_4,40,post_clue_steps_to_find,CBAA,500,386,386,210.650259067358,156,189.370795379831,191.699140306136,229.601377828579,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_4,40,post_clue_steps_to_find,ACBBA,500,386,386,196.489637305699,152,175.157416832849,178.960910124457,214.018364486942,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_4,40,post_clue_steps_to_find,PI,500,386,386,212.018134715026,153.5,190.220329345346,192.981999576069,231.054269853983,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_4,40,post_clue_steps_to_find,HIPC,500,386,386,209.572538860104,161.5,193.812377266235,190.176932628425,228.968145091782,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_4,40,post_clue_steps_to_find,DMCHBA,500,386,386,171.616580310881,134,149.379889238126,156.667516935973,186.565643685789,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_4,40,post_clue_steps_to_find,DGA,500,386,386,203.29274611399,139,184.284082785312,184.85067572155,221.734816506429,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_5,50,post_clue_steps_to_find,CBAA,500,386,386,229.766839378238,171,202.927528587316,209.459042252151,250.074636504325,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_5,50,post_clue_steps_to_find,ACBBA,500,386,386,208.427461139896,160,181.971558138078,190.216814653873,226.63810762592,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_5,50,post_clue_steps_to_find,PI,500,386,386,225.243523316062,154,214.493127119076,203.778308907757,246.708737724367,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_5,50,post_clue_steps_to_find,HIPC,500,386,386,230.422279792746,173.5,210.332625677519,209.37342397219,251.471135613302,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_5,50,post_clue_steps_to_find,DMCHBA,500,386,386,173.647668393782,136,152.801799157334,158.356160339699,188.939176447866,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_5,50,post_clue_steps_to_find,DGA,500,386,386,214.725388601036,148.5,195.031578469995,195.207771862088,234.243005339984,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_6,60,post_clue_steps_to_find,CBAA,500,386,386,220.974093264249,161,205.413701922455,200.417494489308,241.530692039189,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_6,60,post_clue_steps_to_find,ACBBA,500,386,386,216.204663212435,160.5,199.44819222243,196.245057667468,236.164268757403,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_6,60,post_clue_steps_to_find,PI,500,386,386,229.492227979275,158.5,218.374874135567,207.63855109151,251.345904867039,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_6,60,post_clue_steps_to_find,HIPC,500,386,386,226.963730569948,157,212.619967616317,205.685970980768,248.241490159128,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_6,60,post_clue_steps_to_find,DMCHBA,500,386,386,174.489637305699,128.5,157.046262176991,158.773368281468,190.205906329931,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_6,60,post_clue_steps_to_find,DGA,500,386,386,213.681347150259,156.5,199.588861866181,193.70766421221,233.655030088308,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_7,70,post_clue_steps_to_find,CBAA,500,385,385,228.735064935065,165,216.720892512982,207.018582326077,250.451547544053,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_7,70,post_clue_steps_to_find,ACBBA,500,385,385,229.384415584416,150,222.13717553911,207.12519519515,251.643635973681,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_7,70,post_clue_steps_to_find,PI,500,385,385,235.244155844156,169,223.909981501534,212.807291715029,257.681019973283,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_7,70,post_clue_steps_to_find,HIPC,500,385,385,233.111688311688,166,226.533548135229,210.411930104776,255.811446518601,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_7,70,post_clue_steps_to_find,DMCHBA,500,385,385,193.693506493507,156,169.734595473147,176.685278315804,210.701734671209,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_7,70,post_clue_steps_to_find,DGA,500,385,385,227.745454545455,159,213.36653624193,206.365094673781,249.125814417128,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,bernoulli
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,CBAA,500,385,385,133.251948051948,108,107.91627929112,122.438214427665,144.065681676231,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,ACBBA,500,385,385,135.007792207792,106,109.209123939456,124.064509290886,145.951075124698,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,PI,500,385,385,136.753246753247,113,107.104694186459,126.020837885459,147.485655621034,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,HIPC,500,385,385,128.974025974026,109,102.885653309518,118.664385427134,139.283666520918,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,DMCHBA,500,385,385,131.836363636364,116,98.1988932349839,121.996359138266,141.676368134461,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,post_clue_steps_to_find,DGA,500,385,385,153.924675324675,120,125.428004909527,141.35618201647,166.493168632881,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,post_clue_steps_to_find,CBAA,500,385,385,150.109090909091,114,123.406355967518,137.743176611988,162.475005206194,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,post_clue_steps_to_find,ACBBA,500,385,385,143.745454545455,109,116.118239112318,132.109844840138,155.381064250771,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,post_clue_steps_to_find,PI,500,385,385,146.316883116883,113,118.965083071714,134.396005864825,158.237760368941,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,post_clue_steps_to_find,HIPC,500,385,385,146.737662337662,121,118.595541037157,134.853814986477,158.621509688848,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,post_clue_steps_to_find,DMCHBA,500,385,385,136.581818181818,117,103.887179299119,126.171819882227,146.99181648141,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,post_clue_steps_to_find,DGA,500,385,385,161.355844155844,135,129.877669299553,148.341472934248,174.37021537744,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,post_clue_steps_to_find,CBAA,500,385,385,159.857142857143,126,134.547419835996,146.374840024814,173.339445689472,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,post_clue_steps_to_find,ACBBA,500,385,385,144.58961038961,112,124.034953474581,132.160707579163,157.018513200058,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,post_clue_steps_to_find,PI,500,385,385,155.477922077922,120,130.635785662547,142.387583926596,168.568260229248,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,post_clue_steps_to_find,HIPC,500,385,385,155.114285714286,122,130.188914932987,142.068726173431,168.15984525514,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,post_clue_steps_to_find,DMCHBA,500,385,385,144.314285714286,115,114.707746526097,132.82001419452,155.808557234051,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,post_clue_steps_to_find,DGA,500,385,385,167.714285714286,131,132.804863225819,154.406595490281,181.02197593829,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,post_clue_steps_to_find,CBAA,500,384,384,173.7265625,136.5,145.416178551416,159.136076137797,188.317048862203,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,post_clue_steps_to_find,ACBBA,500,384,384,165.265625,122,143.964248048109,150.820819623354,179.710430376646,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,post_clue_steps_to_find,PI,500,384,384,175.369791666667,133.5,148.550379930521,160.464831887999,190.274751445334,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,post_clue_steps_to_find,HIPC,500,384,384,172.723958333333,137.5,148.01884661936,157.872330512669,187.575586153997,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,post_clue_steps_to_find,DMCHBA,500,384,384,154.130208333333,128.5,121.157445518863,141.973747655216,166.286669011451,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,post_clue_steps_to_find,DGA,500,384,384,184.703125,144,160.356848764942,168.61355066035,200.79269933965,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,post_clue_steps_to_find,CBAA,500,385,385,188.503896103896,138,163.879213047768,172.082405592024,204.925386615769,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,post_clue_steps_to_find,ACBBA,500,385,385,172.041558441558,132,147.105805664035,157.300844552182,186.782272330935,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,post_clue_steps_to_find,PI,500,385,385,191.74025974026,152,169.34323215285,174.771248061901,208.709271418619,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,post_clue_steps_to_find,HIPC,500,385,385,189.212987012987,151,168.68395725458,172.310037871086,206.115936154888,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,post_clue_steps_to_find,DMCHBA,500,385,385,164.405194805195,138,128.831131290579,151.495691758549,177.31469785184,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,post_clue_steps_to_find,DGA,500,385,385,188.605194805195,140,160.823304870937,172.489921086762,204.720468523627,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,post_clue_steps_to_find,CBAA,500,384,384,198.903645833333,150,174.144274351887,181.430695537857,216.37659612881,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,post_clue_steps_to_find,ACBBA,500,384,384,191.515625,150.5,166.519256966276,174.807738903601,208.223511096399,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,post_clue_steps_to_find,PI,500,384,384,197.315104166667,149,177.033097703496,179.552300719125,215.077907614209,post_clue_steps_to_find,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean,gilbert_elliott
